name,landscape and content,suitable activities,atmosphere,latitude,longitude,x,y,id
Cemetery Montrouge,"Large cemetery with wild, unmaintained areas and notable tombs like Coluche's. Features a mix of overgrown vegetation and clean sections. Lacks maps and watering cans, with some divisions poorly marked.","Paying respects at graves (e.g., Coluche’s tomb), seasonal visits (Halloween decorations), quiet walks. Limited by closure hours (closed midday).","Peaceful yet melancholic, with a mix of serene wildness and neglect. Quiet, somber vibe softened by occasional seasonal initiatives.",48.8212905,2.3208448,650134.686970233,6858128.557314167,62
Tombe de Sadegh Hedayat,Elegant gravestone honoring Iranian modernist writer Sadegh Hedayat. Features crafted design with literary significance. Accessible location in a cemetery setting.,"Paying homage, literary pilgrimage, reading Hedayat's works, quiet reflection. Ideal for fans of modernist literature and Iranian cultural history.","Reverent, contemplative, and nostalgic. Visitors describe emotional resonance and respect for Hedayat's legacy.",48.8630661,2.395222,655631.1153435699,6862729.201590785,63
Cimetiere de Charonne,"Small, provincial-style cemetery with historic graves (known/unknown individuals, a cat) adjacent to a 17th-century church, featuring village-like charm and picturesque scenery.","Quiet strolls, visiting graves, historical exploration, and photography of the quaint, timeless scenery.","Peaceful, serene escape from urban Paris, evoking provincial tranquility and quiet reflection.",48.860754,2.4035935,656243.3278051949,6862467.442326048,64
Vaugirard Cemetery,"Well-maintained green spaces with fall colors, historical graves dating over 2 centuries, and military sections honoring WW1/WW2 soldiers.","Contemplation, watering flowers at gravesites, exploring military history, and appreciating serene natural surroundings.","Peaceful, respectful, and contemplative environment with a sense of historical reverence and tranquility.",48.8382721,2.2848518,647509.1602816037,6860040.035834448,65
Batignolles Cemetery,"Historic cemetery (opened 1833) with notable tombs including Verlaine, Commonwealth warriors, and artists. Features proximity to urban areas but maintains quietness. Some mention maintenance issues and accessibility challenges.","Walking, visiting graves of historical figures (e.g., Verlaine, Toyen), exploring tombs, and quiet reflection.","Generally peaceful and quiet despite urban surroundings, though some visitors note unpleasant staff interactions and occasional neglect.",48.8979043,2.3163986,649881.9951262067,6866650.151267114,66
Tombe d'Alain Bashung,"Simple, sober grave with a vertical plate covered in kisses, located on a path edge. Features tributes to Alain Bashung, a renowned French singer-poet. Some note abandonment.","Paying respects, leaving kisses as tributes, reflecting on Bashung's legacy, and locating the easily accessible grave.","Emotionally charged mix of reverence (love-filled tributes) and melancholy (abandoned feel), with a poetic, heartfelt vibe.",48.86024949999999,2.393488,655501.4991857207,6862416.993255072,67
Tombe de Michel Berger et France Gall,"Well-maintained cemetery featuring the tomb of Michel Berger and France Gall, two iconic French artists. The site is described as neat, with an original burial structure commemorating their legacy.","Paying respects, reflecting on their artistic contributions, and visiting the memorial as a tribute to the artists.","Emotionally moving and contemplative, with a respectful, quiet ambiance highlighting the couple's shared legacy and enduring cultural impact.",48.8874085,2.3295468,650836.0179258035,6865474.809576639,68
Parisian cemetery of Saint-Ouen,"Historic graves with overgrown grass, neglected paths, and non-functional fountains. Notable figures buried here, but maintenance issues like tall grass and debris are frequently noted.","Quiet walks, reading, contemplation, visiting family graves, and respectful remembrance. Limited to calm, reflective activities due to the environment.","Mostly calm and peaceful, but marred by neglect and occasional staff hostility. Visitors note a mix of serenity and disappointment due to poor upkeep.",48.9074091,2.344286,651935.2791861636,6867689.706098975,69
Cemetery Kremlin Bicetre,"Well-maintained small cemetery with diverse burial sections (including Muslim square), historical graves, and green spaces. Features a mix of tidy plots and slightly neglected areas, managed by a dedicated team.","Strolling peacefully, jogging, visiting family graves, quiet reflection, and observing cultural/religious burial practices.","Tranquil, contemplative environment blending serenity with occasional signs of aging infrastructure. Mostly calm and respectful, offering space for personal remembrance.",48.8136391,2.3626121,653194.4128946168,6857252.25199827,70
Pierre Grenier Cemetery,"Well-maintained cemetery with beautiful trees, benches, and watering features. Features restored areas, a screen at the entrance, and homogeneous, sunny landscapes. Temporarily closed sections noted.","Meditation, quiet walks, resting on benches, reflecting on memories, appreciating nature, and respectful visitation.","Tranquil, peaceful, and respectful environment. Described as soothing, clean, and quiet with attentive staff. Fosters a reflective, meditative vibe honoring the deceased.",48.8310888,2.252808,645149.70259214,6859263.118706741,71
Suresnes American Cemetery,"Immaculately maintained military cemetery with WWI/WWII graves, memorials, and gardens. Features orderly rows of white crosses, historical monuments, and panoramic views of Paris. Combines natural beauty with solemn tributes to American soldiers.","Quiet contemplation, honoring fallen soldiers, guided historical tours, reflective walks, and educational visits about wartime sacrifices. Suitable for memorial ceremonies and respectful photography.","Profoundly solemn and peaceful, evoking reverence and gratitude. Blends serene tranquility with emotional weight, fostering introspection and respect for historical sacrifices.",48.87195209999999,2.2187307,642693.1727411433,6863830.881983049,72
Bobigny Cemetery,"Muslim cemetery with historical tombs (e.g., sons of Sultan Abdulhamid II) dating to 1937. Surrounded by industrial activity, including working trucks. Some areas noted as unkempt.","Visiting Ottoman-era tombs, guided remembrance tours, paying respects to historical figures, religious reflection.","Peaceful yet neglected; mix of reverence and industrial disturbance. Some visitors feel emotional connection, others note disrepair.",48.9005927,2.4335233,658470.9348899666,6866881.120354885,73
Vitry-sur-Seine New Cemetery,"Well-maintained cemetery with gardens, water points, and memorial spaces. Features clean grounds but has reports of theft incidents.","Visiting graves, reflective walks, accessing water points, and tending to memorial sites. Caution advised due to theft warnings.","Generally quiet and respectful, with undercurrents of frustration over theft and maintenance inconsistencies. Mixes serenity with visitor anxiety.",48.7770478,2.4057153,656328.9469997834,6853159.133221936,74
Cemetery of Neuilly,"Well-maintained cemetery with historical graves (e.g., American veterans, Marie V), contrasting old and new sections. Features floral arrangements and large park surroundings. Access issues noted due to nearby construction.","Visiting specific graves, quiet reflection, photography (restricted if graves are named), and appreciating horticultural upkeep.","Peaceful, respectful, and serene. Mixes solemnity with beauty; some visitors find it ordinary, others highlight its unique charm and tranquility.",48.894611,2.2330311,643766.5599064113,6866340.097165828,75
Lafayette Escadrille Memorial Cemetery,"Well-maintained memorial with artistic carvings, surrounded by serene park-like grounds. Features historical military tributes, including a monument honoring American pilots and a small museum. Blends natural beauty with commemorative artistry.","Guided historical tours, reflective visits, family education, leisurely strolls, and photography. Engaging with informative exhibits and exploring the park.","Tranquil, respectful, and somber. Combines pride in historical legacy with emotional reverence. Peaceful surroundings foster contemplation and quiet appreciation.",48.8366525,2.172147,639235.1859975402,6859940.782142507,76
